"seasonNum", "episodeNum", "sceneNum", "sceneStart", "sceneEnd", "location", "subLocation", "characters"
1, 5, 19, "0:42:56", "0:41:56", "Hawkins, Indiana", "Byers Home", "Jonathan Byers, Lonnie Byers"
1, 5, 20, "0:41:56", "0:41:51", "Hawkins, Indiana", "Wheeler Home", ""
1, 5, 21, "0:41:51", "0:41:44", "Hawkins, Indiana", "Wheeler Home", "Mike Wheeler, Ted Wheeler"
1, 5, 22, "0:41:44", "0:41:25", "Hawkins, Indiana", "Wheeler Home", "Karen Wheeler, Nancy Wheeler"
1, 5, 23, "0:41:25", "0:41:13", "Hawkins, Indiana", "Castle Byers", ""
1, 5, 24, "0:41:13", "0:41:00", "Hawkins, Indiana", "Byers Home", "Jonathan Byers"
1, 5, 25, "0:41:00", "0:40:49", "Hawkins, Indiana", "Byers Home", "Joyce Byers"
1, 5, 26, "0:40:49", "0:40:30", "Hawkins, Indiana", "Byers Home", "Joyce Byers, Lonnie Byers"
1, 5, 27, "0:40:30", "0:39:37", "Hawkins, Indiana", "Cemetery", "Pastor Charles, Mr. Sinclair, Mrs. Sinclair, Erica Sinclair, Lucas Sinclair, Joyce Byers, Lonnie Byers, Jonathan Byers, Mike Wheeler, Nancy Wheeler, Ted Wheeler, Karen Wheeler, Dustin Henderson, Mr. Henderson, Claudia Henderson, Mr. Clarke, Jennifer Hayes"
1, 5, 28, "0:39:47", "0:39:19", "Hawkins, Indiana", "Cemetery", "Karen Wheeler, Ted Wheeler, Joyce Byers, Lonnie Byers, Lucas Sinclair, Nancy Wheeler, Jonathan Byers, Mr. Sinclair, Mrs. Sinclair, Mike Wheeler, Claudia Henderson"
1, 5, 29, "0:39:19", "0:38:31", "Hawkins, Indiana", "Byers Home", "Joyce Byers, Will Byers"
1, 5, 30, "0:38:31", "0:38:04", "Hawkins, Indiana", "Hopper Home", "Jim Hopper"
1, 5, 31, "0:38:04", "0:36:48", "Hawkins, Indiana", "Hopper Home", "Jim Hopper"
1, 5, 32, "0:36:48", "0:36:30", "Hawkins, Indiana", "Hawkins National Lab", "Dr. Martin Brenner, Lead Agent"
1, 5, 33, "0:36:30", "0:35:50", "Hawkins, Indiana", "Cemetery", "Nancy Wheeler, Jonathan Byers"
1, 5, 34, "0:35:50", "0:35:09", "Hawkins, Indiana", "Cemetery", "Nancy Wheeler, Jonathan Byers"
1, 5, 35, "0:35:09", "0:34:48", "Hawkins, Indiana", "Hawkins Middle School", "Agent Repairman, Principal Coleman"
1, 5, 36, "0:34:48", "0:34:35", "Hawkins, Indiana", "Hawkins Middle School", "Agent Repairman, Lead Agent"
1, 5, 37, "0:34:35", "0:34:14", "Hawkins, Indiana", "Funeral Home", "Ted Wheeler, Karen Wheeler, Joyce Byers, Lonnie Byers, Mr. Sinclair, Mr. Clarke"
1, 5, 38, "0:34:14", "0:33:58", "Hawkins, Indiana", "Funeral Home", "Mr. Clarke, Lucas Sinclair, Dustin Henderson, Mike Wheeler"
1, 5, 39, "0:33:58", "0:31:42", "Hawkins, Indiana", "Funeral Home", "Mr. Clarke, Lucas Sinclair, Dustin Henderson, Mike Wheeler"
1, 5, 40, "0:31:42", "0:31:34", "Hawkins, Indiana", "Hopper Home", ""
1, 5, 41, "0:31:34", "0:31:26", "Hawkins, Indiana", "Hopper Home", "Officer Powell, Officer Callahan"
1, 5, 42, "0:31:26", "0:30:22", "Hawkins, Indiana", "Hopper Home", "Officer Powell, Officer Callahan, Jim Hopper"
1, 5, 43, "0:30:22", "0:30:13", "Hawkins, Indiana", "Hopper Home", "Officer Powell, Officer Callahan"
1, 5, 44, "0:30:13", "0:29:28", "Hawkins, Indiana", "Byers Home", "Joyce Byers, Lonnie Byers"
1, 5, 45, "0:29:28", "0:27:48", "Hawkins, Indiana", "Wheeler Home", "Mike Wheeler, Eleven, Dustin Henderson, Lucas Sinclair"
1, 5, 46, "0:27:48", "0:27:43", "Hawkins, Indiana", "Byers Home", "Lonnie Byers"
1, 5, 47, "0:27:43", "0:27:19", "Hawkins, Indiana", "Byers Home", "Joyce Byers"
1, 5, 48, "0:27:19", "0:27:00", "Hawkins, Indiana", "Wheeler Home", "Nancy Wheeler"
1, 5, 49, "0:27:00", "0:25:06", "Hawkins, Indiana", "Wheeler Home", "Nancy Wheeler, Steve Harrington"
1, 5, 50, "0:25:06", "0:24:56", "Hawkins, Indiana", "Wheeler Home", "Nancy Wheeler"
1, 5, 51, "0:24:56", "0:24:53", "Hawkins, Indiana", "Byers Home", ""
1, 5, 52, "0:24:53", "0:23:33", "Hawkins, Indiana", "Byers Home", "Joyce Byers, Lonnie Byers"
1, 5, 53, "0:23:33", "0:23:25", "Hawkins, Indiana", "Woods", "Jonathan Byers"
1, 5, 54, "0:23:25", "0:21:48", "Hawkins, Indiana", "Woods", "Jonathan Byers, Nancy Wheeler"
1, 5, 55, "0:21:48", "0:20:26", "Hawkins, Indiana", "Hopper Home", "Jim Hopper"
1, 5, 56, "0:20:26", "0:19:36", "Hawkins, Indiana", "Woods", "Eleven, Mike Wheeler, Dustin Henderson, Lucas Sinclair"
1, 5, 57, "0:19:36", "0:19:13", "Hawkins, Indiana", "Hawkins National Lab", "Eleven, Dr. Martin Brenner"
1, 5, 58, "0:19:13", "0:18:28", "Hawkins, Indiana", "Hawkins National Lab", "Eleven"
1, 5, 59, "0:18:28", "0:17:45", "Hawkins, Indiana", "Hawkins National Lab", "Eleven, Dr. Martin Brenner"
1, 5, 60, "0:17:45", "0:17:17", "Hawkins, Indiana", "Woods", "Eleven, Mike Wheeler, Dustin Henderson, Lucas Sinclair"
1, 5, 61, "0:17:17", "0:15:16", "Hawkins, Indiana", "Woods", "Nancy Wheeler, Jonathan Byers"
1, 5, 62, "0:15:16", "0:15:10", "Hawkins, Indiana", "Byers Home", "Joyce Byers"
1, 5, 63, "0:15:10", "0:14:44", "Hawkins, Indiana", "Byers Home", "Joyce Byers, Jim Hopper"
1, 5, 64, "0:14:44", "0:13:11", "Hawkins, Indiana", "Junkyard", "Eleven, Mike Wheeler, Dustin Henderson, Lucas Sinclair"
1, 5, 65, "0:13:11", "0:11:54", "Hawkins, Indiana", "Byers Home", "Joyce Byers, Jim Hopper"
1, 5, 66, "0:11:54", "0:10:29", "Hawkins, Indiana", "Junkyard", "Eleven, Mike Wheeler, Dustin Henderson, Lucas Sinclair"
1, 5, 67, "0:10:29", "0:10:14", "Hawkins, Indiana", "Hawkins National Lab", "Eleven"
1, 5, 68, "0:10:14", "0:09:46", "Hawkins, Indiana", "Hawkins National Lab", "Eleven, Russian Man"
1, 5, 69, "0:09:46", "0:09:36", "Hawkins, Indiana", "Hawkins National Lab", "Dr. Martin Brenner, Scientist, Elevator Scientist"
1, 5, 70, "0:09:36", "0:09:18", "Hawkins, Indiana", "Hawkins National Lab", "Eleven, Russian Man"
1, 5, 71, "0:09:18", "0:09:09", "Hawkins, Indiana", "Hawkins National Lab", "Dr. Martin Brenner, Scientist, Elevator Scientist"
1, 5, 72, "0:09:09", "0:08:56", "Hawkins, Indiana", "Hawkins National Lab", "Eleven"
1, 5, 73, "0:08:56", "0:08:51", "Hawkins, Indiana", "Hawkins National Lab", "Eleven"
1, 5, 74, "0:08:51", "0:08:20", "Hawkins, Indiana", "Junkyard", "Eleven, Mike Wheeler, Dustin Henderson, Lucas Sinclair"
1, 5, 75, "0:08:20", "0:07:58", "Hawkins, Indiana", "Junkyard", "Mike Wheeler, Dustin Henderson"
1, 5, 76, "0:07:58", "0:07:54", "Hawkins, Indiana", "Woods", ""
1, 5, 77, "0:07:54", "0:05:01", "Hawkins, Indiana", "Woods", "Nancy Wheeler, Jonathan Byers"
1, 5, 78, "0:05:01", "0:03:49", "Hawkins, Indiana", "Woods", "Nancy Wheeler"
1, 5, 79, "0:03:49", "0:03:07", "Upside Down", "Woods", "Nancy Wheeler"
1, 5, 80, "0:03:07", "0:02:47", "Upside Down", "Woods", "Nancy Wheeler, The Monster"
1, 5, 81, "0:02:47", "0:02:21", "Hawkins, Indiana", "Woods", "Jonathan Byers"
1, 6, 0, "0:46:35", "0:46:24", "Hawkins, Indiana", "Woods", "Jonathan Byers"
1, 6, 1, "0:46:24", "0:46:15", "Upside Down", "Woods", "Nancy Wheeler"
1, 6, 2, "0:46:15", "0:46:10", "Hawkins, Indiana", "Woods", "Jonathan Byers"
1, 6, 3, "0:46:10", "0:46:01", "Upside Down", "Woods", "Nancy Wheeler"
1, 6, 4, "0:46:01", "0:45:54", "Hawkins, Indiana", "Woods", "Jonathan Byers"
1, 6, 5, "0:45:54", "0:45:42", "Upside Down", "Woods", "Nancy Wheeler, The Monster"
1, 6, 6, "0:45:42", "0:45:37", "Hawkins, Indiana", "Woods", "Jonathan Byers"
1, 6, 7, "0:45:37", "0:45:34", "Upside Down", "Woods", "Nancy Wheeler"
1, 6, 8, "0:45:34", "0:45:26", "Hawkins, Indiana", "Woods", "Jonathan Byers"
1, 6, 9, "0:45:26", "0:45:14", "Upside Down", "Woods", "Nancy Wheeler, The Monster"
1, 6, 10, "0:45:14", "0:45:04", "Hawkins, Indiana", "Woods", "Jonathan Byers"
1, 6, 11, "0:45:04", "0:44:58", "Upside Down", "Woods", "Nancy Wheeler"
1, 6, 12, "0:44:58", "0:44:53", "Hawkins, Indiana", "Woods", "Jonathan Byers"
1, 6, 13, "0:44:53", "0:44:16", "Hawkins, Indiana", "Woods", "Jonathan Byers, Nancy Wheeler"
1, 6, 14, "0:43:14", "0:43:06", "Hawkins, Indiana", "Steve's Car", ""
1, 6, 15, "0:43:06", "0:42:36", "Hawkins, Indiana", "Steve's Car", "Steve Harrington, Carol, Tommy H."
1, 6, 16, "0:42:36", "0:42:20", "Hawkins, Indiana", "Wheeler Home", "Steve Harrington, Carol, Tommy H."
1, 6, 17, "0:42:20", "0:42:11", "Hawkins, Indiana", "Wheeler Home", "Steve Harrington"
1, 6, 18, "0:42:11", "0:41:58", "Hawkins, Indiana", "Wheeler Home", "Steve Harrington, Jonathan Byers, Nancy Wheeler"
1, 6, 19, "0:41:58", "0:40:30", "Hawkins, Indiana", "Byers Home", "Jim Hopper, Joyce Byers"
1, 6, 20, "0:40:30", "0:40:26", "Hawkins, Indiana", "Wheeler Home", "Nancy Wheeler"
1, 6, 21, "0:40:26", "0:40:24", "Hawkins, Indiana", "Woods", "Nancy Wheeler, Jonathan Byers"
1, 6, 22, "0:40:24", "0:40:18", "Hawkins, Indiana", "Wheeler Home", "Nancy Wheeler"
1, 6, 23, "0:40:18", "0:40:16", "Upside Down", "Woods", "Nancy Wheeler, The Monster"
1, 6, 24, "0:40:16", "0:40:13", "Hawkins, Indiana", "Wheeler Home", "Nancy Wheeler"
1, 6, 25, "0:40:13", "0:40:11", "Upside Down", "Woods", "Nancy Wheeler, The Monster"
1, 6, 26, "0:40:11", "0:40:08", "Hawkins, Indiana", "Wheeler Home", "Nancy Wheeler"
1, 6, 27, "0:40:08", "0:40:06", "Upside Down", "Woods", "Nancy Wheeler, The Monster"
1, 6, 28, "0:40:06", "0:37:55", "Hawkins, Indiana", "Wheeler Home", "Nancy Wheeler, Jonathan Byers"
1, 6, 29, "0:37:55", "0:37:48", "Hawkins, Indiana", "Wheeler Home", ""
1, 6, 30, "0:37:48", "0:37:11", "Hawkins, Indiana", "Wheeler Home", "Mike Wheeler"
1, 6, 31, "0:37:11", "0:36:47", "Hawkins, Indiana", "Road", "Jim Hopper"
1, 6, 32, "0:36:47", "0:36:33", "Hawkins, Indiana", "Road", "Jim Hopper, Joyce Byers"
1, 6, 33, "0:36:33", "0:33:56", "Hawkins, Indiana", "Wheeler Home", "Nancy Wheeler, Jonathan Byers"
1, 6, 34, "0:33:56", "0:33:51", "Hawkins, Indiana", "Clarke Home", "Agent Connie Frazier"
1, 6, 35, "0:33:51", "0:33:39", "Hawkins, Indiana", "Clarke Home", "Agent Connie Frazier, Mr. Clarke"
1, 6, 36, "0:33:39", "0:33:02", "Hawkins, Indiana", "Clarke Home", "Agent Connie Frazier, Mr. Clarke"
1, 6, 37, "0:33:02", "0:32:52", "Hawkins, Indiana", "Wheeler Home", "Dustin Henderson"
1, 6, 38, "0:32:52", "0:31:58", "Hawkins, Indiana", "Wheeler Home", "Dustin Henderson, Mike Wheeler"
1, 6, 39, "0:31:58", "0:31:27", "Hawkins, Indiana", "Hawkins National Lab", "Eleven, Dr. Martin Brenner"
1, 6, 40, "0:31:58", "0:30:38", "Hawkins, Indiana", "Woods", "Eleven"
1, 6, 41, "0:30:38", "0:30:20", "Hawkins, Indiana", "Wheeler Home", "Karen Wheeler, Holly Wheeler, Ted Wheeler"
1, 6, 42, "0:30:20", "0:29:49", "Hawkins, Indiana", "Wheeler Home", "Karen Wheeler"
1, 6, 43, "0:29:49", "0:29:43", "Hawkins, Indiana", "Sinclair Home", "Mike Wheeler, Dustin Henderson"
1, 6, 44, "0:29:43", "0:29:18", "Hawkins, Indiana", "Sinclair Home", "Mike Wheeler, Dustin Henderson, Lucas Sinclair"
1, 6, 45, "0:29:18", "0:27:51", "Hawkins, Indiana", "Sinclair Home", "Mike Wheeler, Dustin Henderson, Lucas Sinclair"
1, 6, 46, "0:27:51", "0:27:36", "Hawkins, Indiana", "Grocery Store", "Eleven"
1, 6, 47, "0:27:36", "0:27:19", "Hawkins, Indiana", "Grocery Store", "Eleven, Grocery Store Manager"
1, 6, 48, "0:27:19", "0:26:27", "Hawkins, Indiana", "Hawkins National Lab", "Eleven, Dr. Martin Brenner"
1, 6, 49, "0:26:27", "0:26:07", "Hawkins, Indiana", "Hawkins National Lab", "Eleven"
1, 6, 50, "0:26:07", "0:25:56", "Hawkins, Indiana", "Hawkins National Lab", "Eleven"
1, 6, 51, "0:25:56", "0:25:06", "Hawkins, Indiana", "Grocery Store", "Eleven, Grocery Store Manager, Female Clerk"
1, 6, 52, "0:25:06", "0:24:52", "515 Larrabee Road, Indiana", "Ives Home", "Jim Hopper, Joyce Byers"
1, 6, 53, "0:24:52", "0:24:20", "515 Larrabee Road, Indiana", "Ives Home", "Jim Hopper, Joyce Byers, Becky Ives"
1, 6, 54, "0:24:20", "0:23:32", "515 Larrabee Road, Indiana", "Ives Home", "Jim Hopper, Joyce Byers, Becky Ives, Terry Ives"
1, 6, 55, "0:23:32", "0:23:20", "Hawkins, Indiana", "Sinclair Home", "Lucas Sinclair"
1, 6, 56, "0:23:20", "0:23:14", "Hawkins, Indiana", "Sinclair Home", "Lucas Sinclair"
1, 6, 57, "0:23:14", "0:22:55", "Hawkins, Indiana", "Sinclair Home", "Lucas Sinclair, Agent Repairman"
1, 6, 58, "0:22:55", "0:21:51", "Hawkins, Indiana", "Road", "Dustin Henderson, Mike Wheeler"
1, 6, 59, "0:21:51", "0:21:35", "Hawkins, Indiana", "Grocery Store", "Dustin Henderson, Mike Wheeler, Grocery Store Manager, Female Clerk, Officer Powell, Officer Callahan"
1, 6, 60, "0:21:35", "0:21:33", "515 Larrabee Road, Indiana", "Ives Home", ""
1, 6, 61, "0:21:33", "0:21:29", "515 Larrabee Road, Indiana", "Ives Home", "Terry Ives"
1, 6, 62, "0:21:29", "0:20:13", "515 Larrabee Road, Indiana", "Ives Home", "Jim Hopper, Joyce Byers, Becky Ives"
1, 6, 63, "0:20:13", "0:19:54", "515 Larrabee Road, Indiana", "Ives Home", "Jim Hopper, Joyce Byers, Becky Ives"
1, 6, 64, "0:19:54", "0:19:52", "Hawkins, Indiana", "Hawkins National Lab", "Eleven"
1, 6, 65, "0:19:52", "0:19:50", "515 Larrabee Road, Indiana", "Ives Home", "Jim Hopper, Joyce Byers, Becky Ives"
1, 6, 66, "0:19:50", "0:19:48", "Hawkins, Indiana", "Hawkins National Lab", "Eleven"
1, 6, 67, "0:19:48", "0:19:46", "515 Larrabee Road, Indiana", "Ives Home", "Jim Hopper, Joyce Byers, Becky Ives"
1, 6, 68, "0:19:46", "0:19:44", "Hawkins, Indiana", "Hawkins National Lab", "Eleven"
1, 6, 69, "0:19:44", "0:19:30", "515 Larrabee Road, Indiana", "Ives Home", "Jim Hopper, Joyce Byers, Becky Ives"
1, 6, 70, "0:19:30", "0:19:28", "Hawkins, Indiana", "Junkyard", "Eleven, Dustin Henderson, Mike Wheeler, Lucas Sinclair"
1, 6, 71, "0:19:28", "0:19:22", "515 Larrabee Road, Indiana", "Ives Home", "Jim Hopper, Joyce Byers, Becky Ives"
1, 6, 72, "0:19:22", "0:19:20", "Hawkins, Indiana", "Hawkins National Lab", "Eleven"
1, 6, 73, "0:19:20", "0:18:48", "515 Larrabee Road, Indiana", "Ives Home", "Jim Hopper, Joyce Byers, Becky Ives"
1, 6, 74, "0:18:48", "0:18:20", "Hawkins, Indiana", "Woods Outside Hawkins National Lab", "Lucas Sinclair"
1, 6, 75, "0:18:20", "0:17:53", "Hawkins, Indiana", "Hunting Store", "Jonathan Byers, Nancy Wheeler"
1, 6, 76, "0:17:53", "0:17:16", "Hawkins, Indiana", "Hunting Store", "Jonathan Byers, Nancy Wheeler, Hunting Store Owner"
1, 6, 77, "0:17:16", "0:16:43", "Hawkins, Indiana", "Hunting Store", "Jonathan Byers, Nancy Wheeler"
1, 6, 78, "0:16:43", "0:16:40", "Hawkins, Indiana", "Hunting Store", "Jonathan Byers, Nancy Wheeler, Reed"
1, 6, 79, "0:16:40", "0:16:24", "Hawkins, Indiana", "Hunting Store", "Jonathan Byers, Nancy Wheeler"
1, 6, 80, "0:16:24", "0:15:51", "Hawkins, Indiana", "Downtown Hawkins", "Jonathan Byers, Nancy Wheeler"
1, 6, 81, "0:15:51", "0:15:24", "Hawkins, Indiana", "Downtown Hawkins", "Nancy Wheeler, Steve Harrington, Tommy H., Carol, Nicole"
1, 6, 82, "0:15:24", "0:13:45", "Hawkins, Indiana", "Downtown Hawkins", "Jonathan Byers, Nancy Wheeler, Steve Harrington, Tommy H., Carol, Nicole"
1, 6, 83, "0:13:45", "0:13:25", "Hawkins, Indiana", "Downtown Hawkins", "Jonathan Byers, Nancy Wheeler, Steve Harrington, Tommy H., Officer Callahan, Officer Powell"
1, 6, 84, "0:13:25", "0:13:20", "Hawkins, Indiana", "Downtown Hawkins", "Jonathan Byers, Nancy Wheeler, Officer Powell"
1, 6, 85, "0:13:20", "0:12:57", "515 Larrabee Road, Indiana", "Ives Home", "Jim Hopper, Joyce Byers, Becky Ives, Terry Ives"
1, 6, 86, "0:12:57", "0:12:09", "515 Larrabee Road, Indiana", "Ives Home", "Jim Hopper, Joyce Byers"
1, 6, 87, "0:12:09", "0:12:06", "Hawkins, Indiana", "Police Station", ""
1, 6, 88, "0:12:06", "0:11:30", "Hawkins, Indiana", "Police Station", "Florence, Nancy Wheeler"
1, 6, 89, "0:11:30", "0:10:55", "Hawkins, Indiana", "Police Station", "Jonathan Byers, Nancy Wheeler"
1, 6, 90, "0:10:55", "0:10:39", "Hawkins, Indiana", "Woods", "Eleven"
1, 6, 91, "0:10:39", "0:10:21", "Hawkins, Indiana", "Woods", "Mike Wheeler, Dustin Henderson"
1, 6, 92, "0:10:21", "0:10:03", "Hawkins, Indiana", "Woods", "Mike Wheeler, Dustin Henderson, Troy, James"
1, 6, 93, "0:10:03", "0:09:20", "Hawkins, Indiana", "Woods Outside Hawkins National Lab", "Lucas Sinclair"
1, 6, 94, "0:09:20", "0:09:10", "Hawkins, Indiana", "Hawkins National Lab", ""
1, 6, 95, "0:09:10", "0:09:06", "Hawkins, Indiana", "Woods Outside Hawkins National Lab", "Lucas Sinclair"
1, 6, 96, "0:09:06", "0:08:57", "Hawkins, Indiana", "Hawkins National Lab", ""
1, 6, 97, "0:08:57", "0:08:53", "Hawkins, Indiana", "Woods Outside Hawkins National Lab", "Lucas Sinclair"
1, 6, 98, "0:08:53", "0:08:39", "Hawkins, Indiana", "Quarry", "Mike Wheeler, Dustin Henderson, Troy"
1, 6, 99, "0:08:39", "0:06:09", "Hawkins, Indiana", "Quarry", "Mike Wheeler, Dustin Henderson, Troy, James"
1, 6, 100, "0:06:09", "0:05:42", "Hawkins, Indiana", "Quarry", "Mike Wheeler, Dustin Henderson, Troy, James, Eleven"
1, 6, 101, "0:05:42", "0:05:34", "Hawkins, Indiana", "Quarry", "Mike Wheeler, Dustin Henderson, Eleven"
1, 6, 102, "0:05:34", "0:04:36", "Hawkins, Indiana", "Hawkins National Lab", "Eleven, The Monster"
1, 6, 103, "0:04:36", "0:04:30", "Hawkins, Indiana", "Hawkins National Lab", "Eleven"
1, 6, 104, "0:04:30", "0:04:17", "Hawkins, Indiana", "Hawkins National Lab", "Eleven, Dr. Martin Brenner, Scientist, Elevator Scientist"
1, 6, 105, "0:04:17", "0:03:23", "Hawkins, Indiana", "Quarry", "Mike Wheeler, Dustin Henderson, Eleven"
1, 6, 106, "0:03:23", "0:03:04", "Hawkins, Indiana", "Wheeler Home", "Mike Wheeler, Dustin Henderson, Eleven, Agent Repairman"
1, 6, 107, "0:03:04", "0:02:58", "Hawkins, Indiana", "Wheeler Home", ""
1, 6, 108, "0:02:58", "0:02:54", "Hawkins, Indiana", "Hawkins National Lab", "Dr. Martin Brenner, Lead Agent"
1, 6, 109, "0:02:54", "0:02:51", "Hawkins, Indiana", "Hawkins National Lab", "Dr. Martin Brenner"
1, 6, 110, "0:02:51", "0:02:47", "Hawkins, Indiana", "Hawkins National Lab", "Dr. Martin Brenner"
1, 6, 111, "0:02:47", "0:02:44", "Hawkins, Indiana", "Woods Outside Hawkins National Lab", "Lucas Sinclair"
1, 6, 112, "0:02:44", "0:02:39", "Hawkins, Indiana", "Wheeler Home", ""
1, 6, 113, "0:02:39", "0:02:22", "Hawkins, Indiana", "Wheeler Home", "Mike Wheeler, Dustin Henderson, Eleven"
1, 7, 0, "0:41:54", "0:41:08", "Hawkins, Indiana", "Wheeler Home", "Eleven, Mike Wheeler"
1, 7, 1, "0:41:08", "0:40:48", "Hawkins, Indiana", "Wheeler Home", "Eleven, Mike Wheeler, Dustin Henderson"
1, 7, 2, "0:40:48", "0:40:36", "Hawkins, Indiana", "Road", "Lucas Sinclair"
1, 7, 3, "0:40:36", "0:40:24", "Hawkins, Indiana", "Wheeler Home", "Eleven, Mike Wheeler, Dustin Henderson"
1, 7, 4, "0:40:24", "0:40:19", "Hawkins, Indiana", "Wheeler Home", "Mike Wheeler, Dustin Henderson"
1, 7, 5, "0:40:19", "0:40:16", "Hawkins, Indiana", "Wheeler Home", "Agent Repairman"
1, 7, 6, "0:40:16", "0:40:12", "Hawkins, Indiana", "Wheeler Home", "Mike Wheeler, Dustin Henderson"
1, 7, 7, "0:40:12", "0:39:56", "Hawkins, Indiana", "Wheeler Home", "Mike Wheeler, Karen Wheeler"
1, 7, 8, "0:39:56", "0:39:51", "Hawkins, Indiana", "Wheeler Home", "Dustin Henderson"
1, 7, 9, "0:39:51", "0:39:49", "Hawkins, Indiana", "Wheeler Home", ""
1, 7, 10, "0:39:49", "0:39:47", "Hawkins, Indiana", "Wheeler Home", "Dustin Henderson"
1, 7, 11, "0:39:47", "0:39:29", "Hawkins, Indiana", "Wheeler Home", "Mike Wheeler, Karen Wheeler, Dustin Henderson"
1, 7, 12, "0:39:29", "0:39:09", "Hawkins, Indiana", "Wheeler Home", "Mike Wheeler, Eleven, Dustin Henderson"
1, 7, 13, "0:39:09", "0:38:59", "Hawkins, Indiana", "Wheeler Home", "Mike Wheeler, Eleven, Dustin Henderson, Dr. Martin Brenner"
1, 7, 14, "0:38:59", "0:38:50", "Hawkins, Indiana", "Wheeler Home", "Dr. Martin Brenner"
1, 7, 15, "0:38:50", "0:38:24", "Hawkins, Indiana", "Road", "Mike Wheeler, Eleven, Dustin Henderson"
1, 7, 16, "0:38:24", "0:38:18", "Hawkins, Indiana", "Road", "Mike Wheeler, Eleven, Dustin Henderson, Mary Mack Girl #1, Mary Mack Girl #2"
1, 7, 17, "0:38:18", "0:38:17", "Hawkins, Indiana", "Road", "Lucas Sinclair"
1, 7, 18, "0:38:17", "0:37:36", "Hawkins, Indiana", "Road", "Mike Wheeler, Eleven, Dustin Henderson, Lucas Sinclair"
1, 7, 19, "0:37:36", "0:37:31", "Hawkins, Indiana", "Road", "Dr. Martin Brenner"
1, 7, 20, "0:37:31", "0:37:27", "Hawkins, Indiana", "Road", "Mike Wheeler, Eleven, Dustin Henderson, Lucas Sinclair"
1, 7, 21, "0:37:27", "0:36:12", "Hawkins, Indiana", "Junkyard", "Mike Wheeler, Eleven, Dustin Henderson, Lucas Sinclair"
1, 7, 22, "0:35:08", "0:34:56", "Hawkins, Indiana", "Police Station", "Joyce Byers, Jim Hopper"
1, 7, 23, "0:34:56", "0:34:34", "Hawkins, Indiana", "Police Station", "Joyce Byers, Jim Hopper, Florence, Jonathan Byers, Nancy Wheeler, Officer Callahan, Officer Powell"
1, 7, 24, "0:34:34", "0:34:29", "Hawkins, Indiana", "Police Station", "Jim Hopper, Officer Callahan, Officer Powell"
1, 7, 25, "0:34:29", "0:34:12", "Hawkins, Indiana", "Police Station", "Joyce Byers, Jim Hopper, Jonathan Byers, Nancy Wheeler, Officer Callahan"
1, 7, 26, "0:34:12", "0:33:48", "Hawkins, Indiana", "Wheeler Home", "Karen Wheeler"
1, 7, 27, "0:33:48", "0:33:39", "Hawkins, Indiana", "Wheeler Home", "Ted Wheeler"
1, 7, 28, "0:33:39", "0:33:34", "Hawkins, Indiana", "Wheeler Home", "Ted Wheeler, Dr. Martin Brenner, Lead Agent, Agent Connie Frazier"
1, 7, 29, "0:33:34", "0:33:27", "Hawkins, Indiana", "Wheeler Home", "Ted Wheeler, Dr. Martin Brenner, Lead Agent, Agent Connie Frazier, Karen Wheeler"
1, 7, 30, "0:33:27", "0:33:13", "Hawkins, Indiana", "Wheeler Home", "Ted Wheeler, Karen Wheeler, Holly Wheeler"
1, 7, 31, "0:33:13", "0:32:49", "Hawkins, Indiana", "Wheeler Home", "Dr. Martin Brenner, Lead Agent"
1, 7, 32, "0:32:49", "0:32:03", "Hawkins, Indiana", "Wheeler Home", "Ted Wheeler, Karen Wheeler, Agent Connie Frazier"
1, 7, 33, "0:32:03", "0:31:11", "Hawkins, Indiana", "Wheeler Home", "Ted Wheeler, Karen Wheeler, Dr. Martin Brenner"
1, 7, 34, "0:31:11", "0:29:58", "Hawkins, Indiana", "Junkyard", "Mike Wheeler, Eleven, Dustin Henderson, Lucas Sinclair"
1, 7, 35, "0:29:58", "0:29:40", "Hawkins, Indiana", "Police Station", "Joyce Byers, Jim Hopper, Jonathan Byers, Nancy Wheeler"
1, 7, 36, "0:29:40", "0:29:02", "Hawkins, Indiana", "Police Station", "Joyce Byers, Jonathan Byers"
1, 7, 37, "0:29:02", "0:28:58", "Hawkins, Indiana", "Police Station", "Joyce Byers, Jonathan Byers, Jim Hopper"
1, 7, 38, "0:28:58", "0:28:53", "Hawkins, Indiana", "Police Station", "Officer Callahan, Officer Powell, Troy, Troy's Mom"
1, 7, 39, "0:28:53", "0:27:39", "Hawkins, Indiana", "Police Station", "Officer Callahan, Officer Powell, Troy, Troy's Mom, Jim Hopper, Florence"
1, 7, 40, "0:27:39", "0:26:04", "Hawkins, Indiana", "Fair Mart", "Steve Harrington, Tommy H., Carol"
1, 7, 41, "0:26:04", "0:26:01", "Hawkins, Indiana", "Fair Mart", "Tommy H., Carol"
1, 7, 42, "0:26:01", "0:25:50", "Hawkins, Indiana", "Wheeler Home", ""
1, 7, 43, "0:25:50", "0:25:38", "Hawkins, Indiana", "Wheeler Home", "Nancy Wheeler, Jim Hopper, Joyce Byers, Jonathan Byers"
1, 7, 44, "0:25:38", "0:25:36", "Hawkins, Indiana", "Wheeler Home", ""
1, 7, 45, "0:25:36", "0:25:32", "Hawkins, Indiana", "Wheeler Home", "Nancy Wheeler, Jim Hopper, Joyce Byers, Jonathan Byers"
